key,day,netFlow,price,realTarget,lowerTargetCushion,upperTargetCushion,lowerTargetWall,upperTargetWall,liqUSD,liqOHM,poolK,reservesUSD,reserveChange,reservesIN,reservesOUT,tradedOHM,treasury,supply,marketcap,floatingSupply,floatingMarketcap,liqRatio_liqTreasury,liqRatio_liqReserves,reserveRatio,liqFloatingMCRatio,floatingMCTreasuryPremium,cumPurchasedOHM,cumBurntOHM,bidCapacity,askCapacity,bidCapacityCushion,askCapacityCushion,bidCapacityTargetCushion,askCapacityTargetCushion,bidCapacityTarget,askCapacityTarget,askCount,bidCount,marketDemand,marketSupply,netTotal,gohm7dVolatility
449_1196,209.0,-2699962.4286701577,46.800564699104562,46.313761959141729,41.682385763227558,50.945138155055908,36.12473432813055,56.502789590152908,65610826.779769614,1401923.8272358913,91981381387205.719,188782127.10832191,99.670000000000016,-625043.6635471679,625043.6635471629,-12886.529179203933,254392953.8880915,60683341.129071839,2840014632.6689596,59281417.301835947,2774403805.8891897,0.25791133668203753,0.34754787322701669,2.8773014512069954,0.023648621963572279,10.905977400261099,2184688.5891522765,1742364.5632669737,17046645.369468216,6451039.55224316,7670990.4162606979,2902967.7985094227,7670990.4162606979,2902967.7985094227,17046645.369468216,6451039.55224316,6.0,7.0,0.006054717957562016,-0.00792655307562918,-0.0018718351180671633,0.0832754386914406
449_1196,217.0,-2212264.5761355595,44.449767482400162,46.588692916422282,41.929823624780056,51.247562208064515,36.339180474809382,56.838205358035182,66016791.464996986,1485199.9280116879,98048133931376.141,185477529.76917797,99.67,-614102.38611245842,614102.38611245761,-13430.125871727316,251494321.23417497,62684949.97164306,2786331450.8854208,61199750.043631375,2720314659.420424,0.26249813968374458,0.35592878311002518,2.809550807502069,0.024268071796908295,10.81660470928664,2253966.3279226115,1742364.5632669737,16748246.893976137,6336011.4939373359,7536711.1022892632,2851205.1722718016,7536711.1022892632,2851205.1722718016,16748246.893976137,6336011.4939373359,5.0,7.0,0.016301083981305923,-0.023964928278969167,-0.0076638442976632443,0.053309833617908961
449_1196,225.0,421421.86104324437,42.831239695758548,46.717858198847644,42.046072378962883,51.389644018732412,36.43992939510116,56.995787002594128,66906712.496463977,1562100.7697120088,104515027089626.45,171636098.66605148,99.67,-568274.43122099922,568274.43122100108,-13412.510035951382,238542811.16251546,64496877.393764637,2762481215.2802839,62934776.624052629,2695574502.78382,0.28048094247904831,0.38981725299316478,2.5653046198484564,0.024820947233091469,11.300170772898991,2580986.3431815039,1960914.2183211653,15498393.578754524,5862410.4686506055,6974277.1104395371,2638084.7108927728,6974277.1104395371,2638084.7108927728,15498393.578754524,5862410.4686506055,7.0,6.0,0.0050943397602493789,-0.005209002416948042,-0.00011466265669866308,0.027601561958463403
449_1196,233.0,-481646.74615716562,49.998006187189837,45.823209026050861,41.240888123445778,50.405529928655952,35.74210304031967,55.904315011782053,74633775.902238622,1492735.0427297798,111408452660512.98,165611282.761572,99.67,-548326.71126034681,548326.71126034483,-10932.993859887567,240245058.66381061,66549518.461616769,3327343235.7984195,65056783.418886989,3252709459.8961811,0.31065686144528853,0.45065634815284722,2.2189857173848888,0.022945109860694646,13.539131576678518,2716781.6634849976,2009136.4400934929,14954364.852554912,5661391.2433983861,6729464.1836497113,2547626.0595292742,6729464.1836497113,2547626.0595292742,14954364.852554912,5661391.2433983861,7.0,7.0,0.012387805876116624,-0.020174586010412512,-0.0077867801342958887,0.067619829194456221
449_1196,241.0,-1387226.7666258812,45.476013388001029,45.537346290228513,40.983611661205664,50.091080919251368,35.519130106378242,55.555562474078783,73488598.749211073,1615985.9511476273,118756543148250.19,158341028.79772067,99.67,-524255.43797780504,524255.43797780573,-11347.583145878873,231829627.54693174,68635962.786654651,3121289962.5842471,67019976.83550702,3047801363.8350363,0.31699399048697513,0.464115961019125,2.1546339363209115,0.024112004024022308,13.146729329140804,2883839.183961974,2081168.9749138253,14297875.581212863,5412938.02856649,6434044.0115457894,2435822.1128549208,6434044.0115457894,2435822.1128549208,14297875.581212863,5412938.02856649,7.0,6.0,0.0046476042750832848,-0.015695546851140243,-0.011047942576056957,0.043385463886400882
449_1196,249.0,2328812.6114466051,44.05411366188406,44.050968481897051,39.645871633707344,48.456065330086759,34.359755415879704,53.7421815479144,74677833.518883273,1695138.7126304866,126589286573233.59,151685517.87423483,99.670000000000016,-502219.53344534448,502219.53344534244,-11794.973071446262,226363351.39311808,70799598.052138984,3119013539.804636,69104459.3395085,3044335706.2857533,0.32990249110242514,0.49232012762615873,2.0311986934634243,0.024530091528569983,13.448889528935943,3044910.0934925396,2144150.7699391632,13696896.366691213,5193456.55878629,6163603.3650110466,2337055.4514538306,6163603.3650110466,2337055.4514538306,13696896.366691213,5193456.55878629,7.0,5.0,0.023323843517069835,-0.012524877554008261,0.010798965963061574,0.033884697951426165
449_1196,258.0,-3353077.8268174562,42.271828751343115,44.097543718760477,39.687789346884429,48.507298090636532,34.396084100633175,53.799003336887779,75827617.328015268,1793809.7207494478,136020317064263.06,146373012.44769654,99.67,-484630.22080605855,484630.22080606548,-10993.425275915615,222200629.7757118,73367405.49591,3101374401.0534573,71573595.775160551,3025546783.7254419,0.34125743659932595,0.51804370259244847,1.9303390717727005,0.02506245077283074,13.616283566700119,3168738.1263151052,2166116.2606597915,13217187.840165233,5011977.4619749142,5947734.5280743558,2255389.8578887116,5947734.5280743558,2255389.8578887116,13217187.840165233,5011977.4619749142,7.0,6.0,0.016493175960916026,-0.022669475469113947,-0.0061762995081979209,0.044511567593248896
449_1196,274.0,88772.805264516734,40.667141379010666,43.743249834306894,39.368924850876205,48.117574817737591,34.11973487075938,53.366764797854408,79279904.649603531,1949483.0952273889,154554833905641.34,141787506.31048247,99.67,-469447.94905647851,469447.94905647729,-11579.152655962855,221067410.960086,78271577.58204928,3183081311.4874,76322094.48682189,3103801406.8377962,0.35862321047364881,0.5591459128704791,1.7884419379305034,0.025542840619553427,14.040067657906356,3278598.7301275153,2171457.9842234706,12803125.883358505,4856414.1838810416,5761406.6475113276,2185386.3827464692,5761406.6475113276,2185386.3827464692,12803125.883358505,4856414.1838810416,7.0,6.0,0.014959025206422791,-0.01294635543001069,0.0020126697764121012,0.024036687106998848
449_1196,290.0,-3494933.4794334909,44.062281758203738,44.429408018961873,39.986467217065687,48.872348820858065,34.65493825479026,54.203877783133485,87965868.103605971,1996398.3841401504,175614916941524.56,139120184.40527695,99.669999999999987,-460616.64346083469,460616.64346083906,-10057.705927267938,227086052.50888294,83529149.630461484,3680484926.0405536,81532751.246321335,3592519057.9369478,0.38736799170070124,0.63230126152901611,1.5815246004441355,0.02448584591618605,15.820077975931257,3350651.626432925,2200922.1615127744,12562272.0943864,4762569.2160584051,5653022.4424738809,2143156.1472262824,5653022.4424738809,2143156.1472262824,12562272.0943864,4762569.2160584051,6.0,7.0,0.021444686179835758,-0.0057619492470478671,0.015682736932787891,0.029130709418881514
449_1196,306.0,-1468351.781721435,40.564294564015896,42.943718427810992,38.649346585029896,47.238090270592096,33.496100373692578,52.391336481929407,89968829.462289318,2217931.5683724377,199544707033927.75,127839571.77895832,99.67,-423267.36918888579,423267.36918889685,-10272.330475380177,217808401.24124765,88929333.1009349,3607355663.2878122,86711401.53256245,3517386833.8255224,0.41306409187880028,0.703763539022568,1.4209318109728506,0.025578315298473698,16.148995235172841,3628867.5526796635,2307914.4746711878,11543655.523333248,4383513.8663469627,5194644.9854999622,1972581.2398561335,5194644.9854999622,1972581.2398561335,11543655.523333248,4383513.8663469627,7.0,6.0,0.0073694290083640554,-0.0084193042325794165,-0.0010498752242153611,0.028417532129692367
449_1196,322.0,1366304.2135510603,41.303975861655566,40.732137024611035,36.658923322149931,44.805350727072145,31.77106687919661,49.69320717002546,96773275.363921151,2342953.0292206169,226735238661499.94,118170501.1911564,99.67,-391253.79144257662,391253.79144257214,-9608.339649423433,214943776.55507755,94707655.982055351,3911802736.5967937,92364702.95283474,3815029461.2328725,0.45022599358266979,0.81892921150751141,1.2211067647216634,0.025366324519194593,17.748964507726992,3871230.2346767569,2391355.0779401595,10670557.948433908,4061917.3228853974,4801751.0767952595,1827862.795298429,4801751.0767952595,1827862.795298429,10670557.948433908,4061917.3228853974,7.0,7.0,0.005190717747613636,-0.0062228421718102164,-0.0010321244241965804,0.015265790760722727
449_1196,338.0,6685.7461909924168,38.5567398972736,41.02676470610151,36.924088235491361,45.129441176711666,32.000876470759181,50.052652941443839,99269786.1819673,2574641.5917541515,255584120308634.56,116573717.13580739,99.800684584087449,-232813.42219470988,232813.42219470697,-6040.7240695611063,215843503.31777471,100593877.00484426,3878571950.9341121,98019235.41309011,3779302164.7521448,0.45991556222944441,0.85156233000890624,1.1743121610247147,0.02626669735693855,17.509455261148549,3913950.3144280137,2391355.0779401595,10512587.750220189,4000967.1544898516,4730664.487599086,1800435.2195204336,4730664.487599086,1800435.2195204336,10512587.750220189,4000967.1544898516,7.0,7.0,0.0099316223173703515,-0.022308090311351125,-0.012376467993980773,0.012385170173682037
449_1196,354.0,3570020.8147922694,41.510592510580175,40.525068065399886,36.4725612588599,44.577574871939881,31.609553091011911,49.44058303978786,106348151.18807563,2561952.1369387759,272458873195778.38,114040474.95898882,99.98680422422845,-15050.511396137377,15050.511396145914,-374.27516566294361,220388626.14706445,103816269.76625624,4309474870.235527,101254317.62931746,4203126719.0474515,0.48254827414328511,0.93254742429230064,1.0723315232561907,0.025302152016053694,19.071432099416608,3981602.9431188297,2435493.434105414,10264997.292334646,3909568.6060168147,4619248.7815505918,1759305.8727075669,4619248.7815505918,1759305.8727075669,10264997.292334646,3909568.6060168147,7.0,7.0,0.020550114354387874,-0.018813301498133813,0.0017368128562540615,0.025115751257195583
449_1196,259.0,3460785.7707236391,46.411284708681954,44.068052467299609,39.661247220569649,48.474857714029575,34.3730809244937,53.763024010105518,79771434.0398163,1718793.9213605484,137110655925850.2,145889981.50661913,99.669999999999987,-483030.94107739854,483030.94107739814,-10893.414140114282,225661415.54643542,73660875.117893651,3418695846.9872289,71942081.1965331,3338924412.947412,0.35350054791888585,0.54679172082969263,1.8288499293343665,0.023891356668777845,14.796168874781989,3179631.5404552193,2166116.2606597915,13173571.120292688,4995990.4635649044,5928107.00413171,2248195.7086042073,5928107.00413171,2248195.7086042073,13173571.120292688,4995990.4635649044,7.0,6.0,0.014526156347087071,-0.017693698456764537,-0.0031675421096774656,0.056243851887277992
449_1196,275.0,-1608596.7145275481,39.405525945676494,43.783917717418305,39.405525945676473,48.162309489160137,34.151455819586282,53.416379615250328,78352629.047599539,1988366.5340646533,155793745454228.97,141106185.19795892,99.5194773289604,-467898.77082459215,681321.11252355645,-17017.570046989022,219458814.24555844,78584663.892377481,3096670011.9433475,76596297.35831283,3018317382.8957481,0.35702657611158262,0.55527423505694,1.8009119402009643,0.025959042442524283,13.75345708155732,3295616.3001745045,2171457.9842234706,12589703.541659551,4841399.5208207546,5547984.3058123738,2178629.7843693397,5742394.0055745412,2178629.7843693397,12760875.567943422,4841399.5208207546,7.0,6.0,0.016055558114501635,-0.021791752567608548,-0.0057361944531069131,0.024942359203093529
449_1196,291.0,1150924.05536285,45.326629245181991,44.516133558366668,40.064520202530005,48.967746914203339,34.722584175526,54.309682941207335,89575888.767506242,1976230.9763421849,177022646115727.81,138661087.79673952,99.669999999999987,-459096.60853741394,459096.6085374211,-10271.891745499219,228236976.56424576,83863266.228983328,3801239175.6511188,81887035.252641141,3711663286.8836126,0.39246878448852823,0.6460059573368826,1.5479733408689214,0.024133624697060267,16.262322357914812,3360923.5181784243,2200922.1615127744,12520816.596474925,4746699.1958737634,5634367.4684137171,2136014.6381431939,5634367.4684137171,2136014.6381431939,12520816.596474925,4746699.1958737634,7.0,7.0,0.019627000251300389,-0.014503337079808535,0.0051236631714918542,0.025362481568583263
449_1196,307.0,-330022.67377542215,40.323923307247412,42.880984572703163,38.592886115432847,47.169083029973486,33.44716796670847,52.314801178697856,90060677.375384465,2233430.4300989946,201144257405511.72,127417701.19208775,99.669999999999987,-421870.58687056246,421870.58687056857,-10430.952689351909,217478378.56747222,89285050.433338627,3600323526.1576643,87051620.003239632,3510262848.7822795,0.41411324642299246,0.70681448913926059,1.4147983882132533,0.025656391345914957,16.140744068005031,3639298.5053690155,2307914.4746711878,11505561.460106248,4369154.8484470723,5177502.6570478128,1966119.6818011829,5177502.6570478128,1966119.6818011829,11505561.460106248,4369154.8484470723,7.0,6.0,0.022975416804477435,-0.020108126444180877,0.002867290360296558,0.026851617189644898
449_1196,323.0,875926.32200088236,42.024538579485117,40.596233293373487,36.536609964036138,44.655856622710843,31.665061968831321,49.52740461791565,98004202.919238076,2332070.8860103996,228552748334610.53,117815499.95784035,99.69958557360961,-355001.23331604549,355001.23331604269,-8520.52231332646,215819702.87707841,95086486.60598357,3995965724.7608514,92754415.719973177,3897961521.8416138,0.45410220481610541,0.83184473141741411,1.2021474227480642,0.025142424410832934,18.061193996090914,3879750.7569900835,2391355.0779401595,10635345.107204076,4049718.3341646777,4785905.2982418351,1822373.2503741053,4785905.2982418351,1822373.2503741053,10635345.107204076,4049718.3341646777,7.0,7.0,0.019171929155392554,-0.0096597772253221754,0.0095121519300703783,0.019953308123672877
449_1196,339.0,-3569994.0392643362,36.895934989441344,40.99548332160149,36.895934989441344,45.095031653761644,31.976476990849164,50.014489652353816,97302481.302638158,2637214.1356624677,256607479126350.31,114971027.9758722,98.625171094039956,-217058.52626504502,1602689.1599351913,-42481.970648263363,212273509.27851036,100795064.75885396,3718928156.599206,98157850.623191491,3621625675.2965679,0.45838259156008893,0.846321747449784,1.1815837215731415,0.026867072973981564,17.06112876545922,3956432.2850762773,2391355.0779401595,9126957.1165500414,3993480.1526780818,3345033.8539289385,1797066.0687051371,4721235.5440002,1797066.0687051371,10491634.542222666,3993480.1526780818,7.0,7.0,0.010335162313628587,-0.023194269477242097,-0.01285910716361351,0.024579488346685212
449_1196,355.0,-1422334.0334875281,40.161484914158777,40.4670503342849,36.420345300856411,44.513755367713394,31.564299260742221,49.369801407827573,104814913.57004011,2609836.608234772,273549798524054.25,114151378.54353681,100.09724931835639,110903.58454800198,-110903.58454799699,2715.8262173554963,218966292.11357692,104023902.30578876,4177754383.1658616,101414065.69755398,4072939469.5958214,0.47868058849748912,0.91820979218454357,1.0890757303087202,0.025734463856503478,18.600760100021258,3978887.1169014741,2435493.434105414,10263642.746308994,3909237.1500502233,4618639.2358390475,1759156.7175226007,4618639.2358390475,1759156.7175226007,10263642.746308994,3909237.1500502233,7.0,7.0,0.015251826038616715,-0.016029932080118509,-0.000778106041501794,0.021819716534129584
449_1196,65.0,-1457183.4908250649,34.376764481277164,32.974983139036283,29.677484825132655,36.272481452939914,25.720486848448303,40.229479429624263,31646655.445378918,920582.722746198,29133364235717.715,247866854.4585326,99.67,-820668.82684173528,820668.82684173482,-23302.192552538359,279513509.90391153,33575818.746896684,1154228013.3281178,32655236.024150487,1122581357.8827391,0.11322048603753751,0.12767602798087435,7.8323238576140408,0.028190968274287534,4.0161971357615212,379310.48376621364,530790.61350614647,22381877.09568369,8631781.4124167375,10071844.693057662,3884301.6355875325,10071844.693057662,3884301.6355875325,22381877.09568369,8631781.4124167375,3.0,7.0,0.017442803398026386,-0.010576225903075049,0.0068665774949513373,0.0905996790963273
449_1196,69.0,-727556.79230042885,36.675363215361138,33.539604958796353,30.18564446291672,36.893565454675993,26.160891867861157,40.918318049731553,33213709.460232038,905613.64764673368,30078788576159.562,251824323.69845921,99.67,-833771.71486396645,833771.7148639668,-22715.900231195596,285038033.15869123,34298233.467109226,1257900170.051486,33392619.819462493,1224686460.591254,0.11652378137811784,0.13189238026110206,7.58193913871552,0.027120173635460237,4.2965720995886389,281346.5880281899,530790.61350614647,22739228.587199084,8759180.6085404586,10232652.86423959,3941631.2738432069,10232652.86423959,3941631.2738432069,22739228.587199084,8759180.6085404586,2.0,7.0,0.010409319411297347,-0.0052115888889959763,0.0051977305223013708,0.060576115431216888
449_1196,73.0,-364754.72469557077,36.22078376012162,33.776670546735652,30.399003492062086,37.154337601409217,26.345803026453808,41.207538067017495,33538523.825329397,925946.938294987,31054893450997.23,249001847.91630772,99.864589022523816,-822820.28711747366,337633.028381262,-9276.7809905341,282540371.74163711,34850306.622123934,1262305420.1338856,33924359.68382895,1228766896.3085563,0.11870347454627818,0.13469186717281739,7.4243532366875771,0.027294455869608259,4.3489958222047482,359118.39830476703,530790.61350614647,22440553.285022005,8638352.3495636713,10098248.978259904,3887258.5573036526,10098248.978259904,3887258.5573036526,22440553.285022005,8638352.3495636713,4.0,7.0,0.013882202421881941,-0.010595535743334066,0.0032866666785478747,0.014318535439902367
449_1196,77.0,4102362.1194316363,42.267839430114613,34.64577002468409,31.18119302221568,38.1103470271525,27.023700619253592,42.267839430114591,36813312.499126986,870953.25891908654,32062674492721.391,252370554.72947586,101.53568962441727,-820226.69436520315,-3817010.9824446207,90647.533643085248,289183867.22860283,35477869.0908764,1499572874.05579,34606915.83195731,1462759561.5566628,0.12730071304436108,0.14587007798349677,6.8554155439139235,0.025167029132218015,5.0582336268445305,279675.68119334953,530790.61350614647,22369818.937232811,8475511.6496928763,10066418.521754766,3840633.1023631697,10066418.521754766,3870481.3117971439,22369818.937232811,8601069.58177143,5.0,7.0,0.015064735831886738,-0.0131019768629201,0.001962758968966638,0.064721917217248445
449_1196,81.0,-595300.12526544835,40.202160323663541,36.54741847605775,32.892676628451973,40.202160323663527,28.506986411325045,44.587850540790456,36480385.56835077,907423.51342939935,33103159643692.012,259708504.45534638,100.36079506336483,-853957.0298955231,-933646.91124847624,22178.297461460643,296188890.02369714,36366265.576483272,1462002439.078707,35458842.063053876,1425522053.5103564,0.12316594847778418,0.14046665758927088,7.1191271805159122,0.025590895264312189,4.8128815817376029,108977.26213606412,530790.61350614647,23289737.17896881,8225463.662002584,10480381.730535965,3796167.7321752948,10480381.730535965,4018041.0032872139,23289737.17896881,8928980.007304918,1.0,7.0,0.012610915506535139,-0.016481130631948782,-0.0038702151254136428,0.027902674195595088
449_1196,85.0,3042677.5807064036,41.255187641509593,37.504716037735996,33.7542444339624,41.2551876415096,29.253678509434078,45.755753566037917,37549906.405921839,910186.29541125579,34177410204645.383,257869419.04618478,100.28137860180958,-848581.35649628367,-723553.44125033263,18585.314440361293,295419325.4521066,36996627.398089789,1526302805.4112091,36086441.10267853,1488752899.0052872,0.12710714286702762,0.14561597317282743,6.8673784764884864,0.025222390116594148,5.0394567001563475,159364.66389446278,530790.61350614647,23143127.9044441,8847431.1701139249,10414407.556999845,3960384.865093214,10414407.556999845,3984071.4465238121,23143127.9044441,8853492.1033862475,3.0,7.0,0.018968192018261255,-0.015054958208461736,0.0039132338097995194,0.072837787572767571
449_1196,89.0,3494029.7823011996,44.06547914409424,38.536590377788592,34.682931340009731,42.390249415567453,30.058540494675103,47.014640260902084,39432442.171531618,894860.17030672519,35286521917226.875,259240908.45417795,100.30861077851415,-852862.97084480408,-797583.95575245935,19307.97180649067,298673350.62570953,37698959.849762775,1661222729.0137677,36804099.679456048,1621790286.842236,0.13202531156168476,0.15210732907341856,6.5743051705110416,0.024314143753018738,5.4299798875415091,129757.25983262004,530790.61350614647,23259899.204858292,8887829.0393615477,10466954.642186234,3999523.0677126972,10466954.642186234,3999523.0677126972,23259899.204858292,8887829.0393615477,5.0,7.0,0.006028294992415334,-0.016138676334154476,-0.010110381341739142,0.085257988106123242
449_1196,93.0,-2506765.5499313008,30.692656354733536,39.349559429145557,35.414603486231,43.284515372060113,30.692656354733536,48.006462503557579,33439249.090976033,1089486.9673220352,36431626081653.6,249609994.65523931,98.893330545285423,-832930.77280382777,2793269.83076909,-91427.555096110431,283049243.74621534,38209454.507813476,1172749656.7101433,37119967.540491439,1139310407.6191671,0.11813933380778782,0.13396598616638825,7.4645813360264555,0.029350428879917369,4.0251314313373809,410795.77947813692,662383.17647234234,17084440.418224167,8670339.79366896,8292218.5879258066,3901652.9071510322,10222332.21168334,3901652.9071510322,22716293.803740755,8670339.79366896,4.0,5.0,0.0054392455815498305,-0.014486881825568364,-0.0090476362440185323,0.14032352489346592
449_1196,97.0,-2694415.4678170336,34.695560786291125,38.550623095879018,34.695560786291118,42.405685405466926,30.069486014785635,47.0317601769724,36125268.601910293,1041207.2260317543,37613890710647.047,239539990.07654732,99.017407940689282,-798326.2576678429,2377057.7015868826,-67639.1716737058,275665258.67845762,38595667.783880576,1339098337.6831267,37554460.557848819,1302973069.0812161,0.13104759292155727,0.15081101318559006,6.6308154747915289,0.027725261142491468,4.7266495434632709,719465.51969157264,889350.10843513522,20265890.107231833,8313184.3850174015,8251348.254098855,3740932.9732578313,9797640.435014436,3740932.9732578313,21772534.300032075,8313184.3850174015,7.0,2.0,0.0069677146628973809,-0.0085627369254540567,-0.0015950222625566758,0.069559629131299469
449_1196,101.0,209598.15820297552,36.498353316185607,38.152541364125987,34.337287227713389,41.967795500538593,29.758982264018272,46.5461004642337,37648321.272419341,1031507.3928478786,38834521720812.6,232884092.56472746,99.669999999999987,-771062.01009692054,771062.010096923,-21599.105791919035,270532413.83714682,39068129.199427091,1425922382.9230776,38036621.80657921,1388274061.6506581,0.13916380938767142,0.16166119745579197,6.1857762761745034,0.027118796145809625,5.1316366935843831,910743.512312093,1036997.0228098145,21028963.911734194,8035210.3664900744,9463033.76028039,3615844.664920534,9463033.76028039,3615844.664920534,21028963.911734194,8035210.3664900744,7.0,4.0,0.020111588966077072,-0.01131117050470023,0.0088004184613768421,0.019425336824948503
449_1196,105.0,1233166.960123932,42.055732589697158,38.23248417245199,34.409235755206794,42.055732589697193,29.821337654512554,46.643630690391426,41063544.41439148,976407.77810279443,40094764162681.4,232783111.18317994,100.12546054454279,-767221.7063738266,-291685.00929309241,7068.84263959287,273846655.59757143,39743130.775124721,1671426480.1560087,38766722.997021928,1630362935.7416174,0.14995087058772044,0.17640259297882682,5.668850911505749,0.0251867504554822,5.9535616098138542,911996.65976631991,1036997.0228098145,20924228.355649818,7997131.4089541286,9415902.76004242,3585653.9293845613,9415902.76004242,3598709.1340293586,20924228.355649818,7997131.4089541286,6.0,6.0,0.023743790808538515,-0.020315542013073604,0.003428248795464911,0.069372871514408782
449_1196,109.0,-4935966.1220525522,34.556455256648249,38.396061396275833,34.556455256648249,42.235667535903417,29.948927889095152,46.843194903456514,37821894.2781007,1094495.7750209121,41395903490668.82,226809196.33465895,98.686091688087657,-758435.49491252378,3019741.5176209826,-82722.4874894201,264631090.61275965,40389023.720896609,1395701491.0708685,39294527.9458757,1357879596.7927678,0.142923094147869,0.16675644060875805,5.9967698779694389,0.027853643553842185,5.1312171734944858,1070860.509119296,1056148.1861438311,18491783.57968463,7898772.3546883892,7077584.2983684316,3554447.5596097759,9308071.9830173384,3554447.5596097759,20684604.406705193,7898772.3546883892,6.0,7.0,0.014512367787560609,-0.0060818879895204406,0.0084304797980401681,0.082063085027419172
449_1196,113.0,1529285.8995326273,41.451372310583984,37.683065736894527,33.914759163205076,41.451372310583984,29.392791274777732,45.973340199011325,42090393.957359813,1015416.1758985398,42739266874245.312,225225836.43460685,100.29151087760378,-741084.91708860837,-654649.43805884942,16061.757876439711,267316230.39196667,40972909.374818891,1698383321.1434348,39957493.198920354,1656292927.186075,0.15745543731348646,0.1868808420191195,5.3510032874193252,0.025412409403249962,6.1960058495417476,1115866.4793178954,1121586.2065054078,20211406.82968932,7714373.4020806253,9095133.0733601954,3452948.6465940876,9095133.0733601954,3476603.2357467804,20211406.82968932,7725784.9683261774,7.0,6.0,0.011791890995298336,-0.016506874671207185,-0.0047149836759088487,0.063100329331318025
449_1196,117.0,2362183.8452543244,46.565940409277125,38.168803614161561,34.351923252745408,41.985683975577722,29.771666819046018,46.565940409277104,45329671.772017367,973451.22580164915,44126224551656.719,230530696.89326695,100.87473353176568,-754154.45782388956,-1999043.0072397888,43103.215821159451,275860368.66528434,41786977.155318215,1945849888.0983727,40813525.929516569,1900520216.3263555,0.16432107298101309,0.19663182553516714,5.0856467272188972,0.023851191575135235,6.8894282477826856,1001149.327780172,1121586.2065054078,20567848.849742442,7535048.4119693013,9255531.9823841,3452948.6465940876,9255531.9823841,3538439.6032979111,20567848.849742442,7863199.118439801,3.0,7.0,0.023519760503182531,-0.0069834146219030753,0.016536345881279457,0.058210760485666938
449_1196,121.0,-823603.71306145424,34.627192517929856,38.474658353255379,34.627192517929842,42.322124188580922,30.010233515539195,46.939083190971559,39718412.083137266,1147029.5220315997,45558191227575.055,228094579.73763159,99.576866456088453,-755910.6245486408,969245.88316867733,-27981.975763192164,267812991.82076886,42531913.34911263,1472760751.6956339,41384883.827081032,1433042339.6124966,0.1483065172197412,0.17413132801675441,5.7427920144489049,0.027716146958977755,5.35090672737619,1074580.1485210685,1161062.2325371376,20470666.252237823,7875765.65928284,9094465.4212660044,3544094.5466772784,9277084.9376424123,3544094.5466772784,20615744.305872023,7875765.65928284,3.0,6.0,0.0070848883177674045,-0.014868190155352902,-0.0077833018375854978,0.13517176434587061
449_1196,125.0,-3555253.6669630711,34.245683228020454,38.050759142244949,34.245683228020454,41.855835056469445,29.679592130951061,46.421926153538834,40134790.967824064,1171966.4256832532,47036627516105.281,219409907.37137982,98.620011712309562,-734184.35239871149,3070199.4161085268,-88217.379830074409,259544698.33920389,43110988.899728008,1476365269.5067914,41939022.474044755,1436230478.5389674,0.15463537195959651,0.18292150727674619,5.4668257160546831,0.027944533671679171,5.5336536932915132,1326131.2232041887,1266022.9303801854,17753489.913589217,7654306.2377921259,6704262.1760747507,3444437.8070064574,9010444.324893279,3444437.8070064574,20023209.610873949,7654306.2377921259,7.0,5.0,0.022091139610390036,-0.0068202295594376652,0.015270910050952371,0.011683226212760465
449_1196,130.0,-2202629.8709463766,39.073291069275491,38.710571548744724,34.839514393870253,42.5816287036192,30.194245808020884,47.22689728946856,43734749.983711682,1119300.3913126129,48952322770727.773,218278059.03990409,99.67,-722702.513124996,722702.513124994,-17807.030380705888,262012809.02361578,43970683.341182679,1718079308.7049737,42851382.949870065,1674344558.721262,0.16691836611609998,0.2003625567135742,4.9909524833501573,0.026120519671956281,6.390315668003657,1350928.1380995321,1334236.3471824073,19710068.539772619,7528228.40345589,8869530.84289768,3387702.7815551511,8869530.84289768,3387702.7815551511,19710068.539772619,7528228.40345589,7.0,6.0,0.0095414989528736817,-0.0097919348397160211,-0.00025043588684233939,0.068628975209527668
449_1196,138.0,416020.095744316,39.207066696478194,38.764760545996744,34.888284491397073,42.641236600596422,30.236513225877459,47.293007866116028,45231243.763104521,1153650.2874153412,52181037367458.891,207810614.50586993,99.670000000000016,-688045.57827768708,688045.578277688,-17912.586403687128,253041858.26897445,45259349.886820629,1774486349.6518192,44105699.599405289,1729255105.8887148,0.17875004583243823,0.21765608013168594,4.5944041599710035,0.026156489929725472,6.8338697704732247,1637146.1384958618,1470730.674589027,18764879.407573283,7162181.5009246264,8444195.733407978,3222981.6754160821,8444195.733407978,3222981.6754160821,18764879.407573283,7162181.5009246264,7.0,4.0,0.010399556839195925,-0.013136688864333067,-0.0027371320251371421,0.03840305768212228
449_1196,146.0,1716352.4995877296,42.179556362268549,39.032742805516996,35.1294685249653,42.9360170860687,30.445539388303256,47.619946222730732,48436980.35127674,1148352.0579321629,55622706066408.383,202852905.57136965,99.67,-671630.97058846173,671630.97058846056,-16664.074503856413,251289885.9226464,46739128.5853283,1971435708.4881723,45590776.527396142,1922998728.1368957,0.19275340180697487,0.23877883442115735,4.1879758833071579,0.025188253971548429,7.6525114454023226,1762639.0078102364,1470730.674589027,18317208.288776226,6991080.1401849175,8242743.729949303,3145986.0630832133,8242743.729949303,3145986.0630832133,18317208.288776226,6991080.1401849175,7.0,7.0,0.012263685965351417,-0.0078345701047130775,0.0044291158606383392,0.062098534448081007
